hessSRR094424,shiSRR873453,stewartERR2027897,stewartERR2027900,stewartERR2027917,hessSRR094417,stewartERR2027930,wallaceERR983267,shiSRR873460,shiSRR873452,stewartERR2027891,wallaceERR983263,shiSRR873606,stewartERR2027921,stewartERR2027890,stewartERR2027903,stewartERR2027904,wallaceERR2027890,shiSRR873603,stewartERR2027895,hessSRR094427,wallaceERR2282092,stewartERR2027928,shiSRR873601,hessSRR094416,wallaceERR983268,stewartERR2027914,stewartERR2027905,wallaceERR983265,shiSRR873461,shiSRR873450,stewartERR2027924,shiSRR873457,stewartERR2027919,stewartERR2027925,stewartERR2027910,shiSRR1267595,stewartERR2027927,shiSRR1222429,shiSRR873463,stewartERR2027894,stewartERR2027899,stewartERR2027920,wallaceERR983264,shiSRR873455,wallaceERR2530126,stewartERR2027915,shiSRR873458,stewartERR2027916,stewartERR2027907,shiSRR873456,stewartERR2027901,hessSRR094403,stewartERR2027913,hessSRR094418,shiSRR873598,shiSRR873465,shiSRR873607,shiSRR873600,hessSRR094428,wallaceERR983269,shiSRR873602,stewartERR2027926,stewartERR2027923,shiSRR873464,shiSRR873608,stewartERR2027908,stewartERR2027893,shiSRR1222431,hessSRR094166,stewartERR2027898,stewartERR2027902,shiSRR873605,stewartERR2027909,stewartERR2027929,shiSRR873454,wallaceERR2530127,wallaceERR983266,shiSRR873595,shiSRR873610,hessSRR094405,wallaceERR983262,wallaceERR2027889,stewartERR2027892,stewartERR2027912,stewartERR2027906,shiSRR873451,hessSRR094419,shiSRR873609,shiSRR873596,stewartERR2027896,stewartERR2027922,stewartERR2027918,stewartERR2027889,shiSRR873462,shiSRR873459,shiSRR873599,stewartERR2027911,hessSRR094415,shiSRR873604,shiSRR873597
MEG_6582|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1696.0,0,228.0,414.0,189.0,83.0,129.0,152.0,0,0,54.0,299.0,0,299.0,234.0,121.0,473.0,112.0,0,343.0,478.0,673.0,173.0,0,77.0,165.0,180.0,403.0,221.0,0,0,202.0,0,211.0,179.0,256.0,0,183.0,0,0,304.0,558.0,283.0,368.0,0,311.0,250.0,0,311.0,2078.0,0,367.0,85.0,156.0,101.0,0,0,0,0,1522.0,158.0,0,184.0,187.0,0,0,193.0,138.0,0,92.0,258.0,194.0,0,381.0,279.0,0,130.0,65.0,0,0,104.0,237.0,203.0,399.0,236.0,250.0,0,555.0,0,0,352.0,209.0,132.0,203.0,0,0,0,196.0,112.0,0,0
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,246.0,0,70.0,108.0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0,0,42.0,64.0,0,0,0,0,79.0,0,0,0,0,66.0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,166.0,0,0,0,0,0,0,91.0,0,0,61.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,4543.0,0,0,0,0,0,0,0,0,0,0,0,8762.0,0,0,0,0,0,3507.0,0,0,0,0,15551.0,0,0,0,0,0,0,0,0,0,0,0,0,10823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19279.0,0,12427.0,24253.0,4210.0,0,13640.0,0,0,0,11453.0,0,0,9770.0,0,0,0,10047.0,0,0,0,0,0,20198.0,11226.0,0,0,0,0,0,0,0,0,9906.0,14693.0,0,0,0,0,0,0,14399.0,0,0,11519.0,29440.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,5.0,0,18.0,0,0,0,0,0,0,0,0,0,0,8.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,151.0,0,7.0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3117.0,0,572.0,520.0,602.0,264.0,451.0,444.0,0,0,183.0,835.0,0,878.0,455.0,553.0,890.0,198.0,0,522.0,802.0,1093.0,673.0,0,236.0,721.0,698.0,601.0,332.0,0,0,687.0,0,768.0,609.0,618.0,0,503.0,0,0,606.0,643.0,957.0,641.0,0,591.0,894.0,0,982.0,824.0,0,592.0,211.0,731.0,220.0,0,0,0,0,2798.0,507.0,0,753.0,723.0,0,27.0,619.0,575.0,0,257.0,728.0,642.0,39.0,963.0,978.0,0,237.0,214.0,53.0,0,216.0,574.0,658.0,583.0,913.0,716.0,0,833.0,0,219.0,1134.0,613.0,429.0,658.0,0,0,56.0,857.0,266.0,0,0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,0,0,0,0,0,0,0,0,0,0,0,0,0,875.0,0,2945.0,0,0,0,0,0,2748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932.0,2207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901.0,0,0,0,0,0,0,0,0,0,0,0
MEG_4116|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7396|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_88|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642.0
MEG_2466|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,771.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2475|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,7932.0,0,4181.0,3738.0,3720.0,1003.0,4628.0,3842.0,0,0,2430.0,4178.0,11138.0,5042.0,5602.0,5148.0,12139.0,2595.0,4119.0,4991.0,0,13487.0,3666.0,22725.0,0,4382.0,5177.0,13694.0,1564.0,0,0,5456.0,0,5475.0,4109.0,4811.0,10226.0,4760.0,0,0,12709.0,10260.0,5363.0,11768.0,0,0,4264.0,0,5718.0,6699.0,0,8010.0,0,4676.0,0,23282.0,0,15511.0,22615.0,6920.0,3076.0,15824.0,3482.0,4550.0,0,16158.0,5666.0,4968.0,15744.0,961.0,7682.0,4461.0,15008.0,5219.0,5217.0,0,7243.0,3995.0,24566.0,14506.0,912.0,4218.0,3492.0,12310.0,4719.0,7492.0,0,0,16684.0,18760.0,7122.0,3891.0,3554.0,3492.0,0,0,16625.0,3880.0,1035.0,15470.0,28620.0
MEG_7177|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,0,31.0,0,0,0,35.0,42.0,0,0,0,99.0,0,27.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,34.0,0,0,0,0,0,0,0,123.0,0,0,0,0,48.0,51.0,42.0,95.0,0,0,49.0,0,73.0,0,0,34.0,0,60.0,0,0,0,0,146.0,157.0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,63.0,0,0,0,0,0,0,0,0,30.0,40.0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0
MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20342.0,0,0,0,0,0,0,14548.0,0,0,11138.0,0,0,0,11950.0,0,0,0,0,0,18120.0,0,0,0,0,0,0,0,0,0,11095.0,0,0,0,0,0,0,0,13467.0,0,0,14548.0,19495.0
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3116.0,0,586.0,518.0,573.0,223.0,410.0,453.0,0,0,178.0,860.0,0,875.0,495.0,537.0,837.0,242.0,0,488.0,719.0,941.0,652.0,0,231.0,698.0,721.0,607.0,335.0,0,0,669.0,0,731.0,645.0,667.0,33.0,564.0,0,0,566.0,624.0,985.0,632.0,0,505.0,850.0,0,997.0,930.0,0,629.0,244.0,655.0,192.0,0,0,38.0,0,2771.0,525.0,0,702.0,729.0,0,0,631.0,574.0,46.0,241.0,765.0,696.0,0,900.0,1014.0,0,217.0,187.0,39.0,0,216.0,532.0,655.0,534.0,886.0,596.0,0,756.0,0,173.0,1073.0,558.0,399.0,655.0,0,0,0,782.0,250.0,0,0
MEG_6969|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1457.0,0,128.0,268.0,101.0,48.0,68.0,66.0,0,0,0,149.0,0,163.0,138.0,70.0,273.0,60.0,0,185.0,448.0,400.0,126.0,0,64.0,125.0,126.0,225.0,143.0,0,0,86.0,0,107.0,93.0,160.0,0,86.0,0,0,136.0,324.0,140.0,247.0,0,240.0,134.0,0,153.0,904.0,0,204.0,64.0,94.0,84.0,0,0,0,0,1240.0,0,0,132.0,97.0,0,0,95.0,76.0,0,84.0,147.0,117.0,0,186.0,132.0,0,96.0,0,0,0,61.0,135.0,113.0,228.0,126.0,192.0,0,458.0,0,0,206.0,95.0,78.0,113.0,0,0,0,135.0,77.0,0,0
MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2735|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRRSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
MEG_6619|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2322.0,0,320.0,390.0,308.0,146.0,247.0,267.0,0,0,107.0,458.0,0,479.0,251.0,259.0,506.0,113.0,0,376.0,617.0,765.0,345.0,0,120.0,356.0,379.0,376.0,235.0,0,0,376.0,0,326.0,302.0,325.0,0,277.0,0,0,316.0,373.0,446.0,473.0,0,393.0,430.0,0,543.0,768.0,0,339.0,117.0,339.0,132.0,0,0,0,0,2063.0,258.0,0,363.0,345.0,0,0,314.0,263.0,0,142.0,393.0,335.0,0,426.0,458.0,0,195.0,102.0,0,0,117.0,340.0,392.0,294.0,411.0,383.0,0,654.0,0,240.0,578.0,329.0,232.0,392.0,0,0,0,428.0,188.0,0,0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,7610.0,0,3901.0,3482.0,3707.0,0,4026.0,3575.0,0,0,2270.0,4006.0,9857.0,4945.0,4692.0,4810.0,9151.0,2157.0,0,4152.0,0,10694.0,3616.0,20069.0,948.0,4365.0,4945.0,9723.0,1538.0,0,0,5540.0,0,4640.0,4219.0,4300.0,9631.0,4499.0,0,0,8728.0,7869.0,5056.0,8427.0,0,5542.0,3952.0,0,5361.0,5671.0,0,5840.0,0,4480.0,0,22292.0,0,14381.0,21134.0,6766.0,2767.0,14396.0,3259.0,4078.0,0,14546.0,5051.0,6135.0,14187.0,0,6337.0,4374.0,13438.0,4683.0,4731.0,0,5329.0,4230.0,22603.0,12818.0,0,3177.0,3373.0,8226.0,4537.0,6055.0,0,0,15205.0,17090.0,7118.0,3731.0,3501.0,3373.0,0,0,15483.0,3808.0,989.0,14368.0,26909.0
MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,40924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33117.0,0,0,0,0,0,0,0,0,0,0,38991.0,0,0,0,0,0,0,0,0,0,0,0,1859.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42786.0,0
MEG_403|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5323|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4748|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.0
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,210.0,0,0,34.0,44.0,0,48.0,93.0,0,0,0,61.0,0,42.0,50.0,0,50.0,0,0,0,0,0,0,0,0,60.0,0,0,43.0,0,0,44.0,0,62.0,68.0,55.0,0,35.0,0,0,0,225.0,47.0,197.0,0,0,49.0,0,98.0,0,0,0,0,81.0,0,0,0,0,0,156.0,0,0,0,0,0,0,29.0,67.0,0,0,165.0,45.0,0,25.0,104.0,0,0,0,0,0,0,0,81.0,53.0,97.0,0,0,0,0,0,0,31.0,33.0,81.0,0,0,0,51.0,0,0,0
MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0
MEG_2023|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,279.0,0,35.0,49.0,23.0,0,53.0,57.0,0,0,18.0,70.0,0,51.0,37.0,29.0,37.0,0,0,66.0,0,0,30.0,0,0,70.0,25.0,68.0,0,0,0,39.0,0,87.0,51.0,158.0,0,45.0,0,0,69.0,71.0,76.0,80.0,0,0,66.0,0,151.0,50.0,0,49.0,0,99.0,0,0,0,0,137.0,243.0,0,0,42.0,22.0,0,0,62.0,47.0,0,0,965.0,79.0,0,0,100.0,0,0,64.0,0,0,0,0,114.0,63.0,76.0,61.0,0,0,0,0,72.0,37.0,39.0,114.0,0,0,0,28.0,0,0,0
MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,1785.0,0,1948.0,0,1695.0,0,0,0,0,0,0,3900.0,1688.0,5409.0,0,869.0,0,1118.0,0,12195.0,0,0,0,0,0,0,0,0,0,0,0,0,1642.0,0,0,0,0,0,0,0,2300.0,0,0,2997.0,2454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908.0,0,6891.0,2160.0,0,0,0,1940.0,2328.0,0,6243.0,5405.0,0,1402.0,730.0,0,0,0,728.0,0,0,0,0,0,0,0,7132.0,2978.0,2285.0,0,0,0,0,0,0,0,0,0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8152.0,0,0,0,0,0,0,0,0,0,0,0,0
